--------- beginning of main
--------- beginning of system
08-03 19:48:40.136 13477  6410 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-03 19:49:40.337 13477  7210 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=11,misses=35,hitRate=23%]', 
08-03 19:49:40.337 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:49:40.509 13477  6625 D CustomInterceptor: HEADER RESPONSE
08-03 19:49:40.509 13477  6625 D CustomInterceptor: accept-ranges bytes
08-03 19:49:40.509 13477  6625 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-03 19:49:40.510 13477  6625 D CustomInterceptor: access-control-allow-origin *
08-03 19:49:40.510 13477  6625 D CustomInterceptor: cache-control public, max-age=31557600
08-03 19:49:40.510 13477  6625 D CustomInterceptor: content-length 56376
08-03 19:49:40.510 13477  6625 D CustomInterceptor: content-type image/jpeg
08-03 19:49:40.510 13477  6625 D CustomInterceptor: date Mon, 03 Aug 2020 17:49:35 GMT
08-03 19:49:40.510 13477  6625 D CustomInterceptor: etag "437a696a349f51922bbe425cbbf1673b"
08-03 19:49:40.510 13477  6625 D CustomInterceptor: last-modified Mon, 03 Aug 2020 09:11:42 GMT
08-03 19:49:40.510 13477  6625 D CustomInterceptor: server nginx
08-03 19:49:40.510 13477  6625 D CustomInterceptor: server-timing akam;dur=33;start=2020-07-28T09:12:08.228Z;total=491;desc=miss,rtt;dur=0
08-03 19:49:40.510 13477  6625 D CustomInterceptor: status 200 OK
08-03 19:49:40.510 13477  6625 D CustomInterceptor: timing-allow-origin *
08-03 19:49:40.510 13477  6625 D CustomInterceptor: vary User-Agent
08-03 19:49:40.510 13477  6625 D CustomInterceptor: via 1.1 varnish
08-03 19:49:40.510 13477  6625 D CustomInterceptor: x-cache HIT, HIT
08-03 19:49:40.510 13477  6625 D CustomInterceptor: x-cache-hits 1, 1
08-03 19:49:40.510 13477  6625 D CustomInterceptor: x-cld-vary User-Agent
08-03 19:49:40.510 13477  6625 D CustomInterceptor: x-request-id 6b3617c9242430f089caa1d322b343a6
08-03 19:49:40.510 13477  6625 D CustomInterceptor: x-served-by cache-bwi5143-BWI, cache-ams21045-AMS
08-03 19:49:40.510 13477  6625 D CustomInterceptor: x-timer S1595958603.517924,VS0,VE1
08-03 19:49:40.510 13477  6625 D CustomInterceptor: CACHEABLE true
08-03 19:49:40.510 13477  6625 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-03 19:49:40.511 13477  6625 D CustomInterceptor: REQ_SERV_BY net
08-03 19:49:40.511 13477  6625 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-03 19:49:40.533 13477  6625 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-03 19:49:40.765 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:40.768 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:41.252 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-03 19:49:41.252 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:41.253 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:41.253 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:41.253 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:49:41.253 13477  7210 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '36', toString = 'LruCache[maxSize=100,hits=12,misses=36,hitRate=25%]', 
08-03 19:49:41.253 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:41.637 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:41.640 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:43.549 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-03 19:49:43.550 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:43.550 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:43.550 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:43.550 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:49:43.550 13477  7210 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '37', toString = 'LruCache[maxSize=100,hits=12,misses=37,hitRate=24%]', 
08-03 19:49:43.550 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:44.097 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:44.100 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:47.499 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-03 19:49:47.501 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:47.502 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:47.502 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:47.502 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:49:47.502 13477  7210 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '38', toString = 'LruCache[maxSize=100,hits=12,misses=38,hitRate=24%]', 
08-03 19:49:47.503 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:48.105 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:48.117 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:48.629 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-03 19:49:48.632 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:48.632 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:48.632 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:48.633 13477  7210 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-03 19:49:48.633 13477  7210 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '39', toString = 'LruCache[maxSize=100,hits=12,misses=39,hitRate=23%]', 
08-03 19:49:48.633 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:49.111 13477  7210 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-03 19:49:49.113 13477  7210 D CustomInterceptor: HEADER RESPONSE
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Connection close
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Content-Type application/json
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Date Mon, 03 Aug 2020 17:49:44 GMT
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Expires Mon, 03 Aug 2020 17:54:49 GMT+00:00
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Server gunicorn/19.7.0
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Transfer-Encoding chunked
08-03 19:49:49.113 13477  7210 D CustomInterceptor: Vary Cookie
08-03 19:49:49.113 13477  7210 D CustomInterceptor: X-gunicorn-server app04
08-03 19:49:49.114 13477  7210 D CustomInterceptor: X-Homer Kids, kids. I'm not going to die. That only happens to bad people.
08-03 19:49:49.114 13477  7210 D CustomInterceptor: CACHEABLE true
08-03 19:49:49.114 13477  7210 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-03 19:49:49.114 13477  7210 D CustomInterceptor: REQ_SERV_BY net
08-03 19:49:49.114 13477  7210 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-03 19:49:49.118 13477  7210 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-03 19:49:49.129 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:49:49.129 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:49.129 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:49.129 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:49.129 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '40', toString = 'LruCache[maxSize=100,hits=13,misses=40,hitRate=24%]', 
08-03 19:49:49.129 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:49:49.515 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:49.520 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:51.432 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:49:51.433 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:51.435 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:51.435 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:51.436 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '41', toString = 'LruCache[maxSize=100,hits=13,misses=41,hitRate=24%]', 
08-03 19:49:51.436 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:49:51.973 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:51.976 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:55.419 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:49:55.419 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:55.419 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:55.419 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:55.419 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '42', toString = 'LruCache[maxSize=100,hits=13,misses=42,hitRate=23%]', 
08-03 19:49:55.419 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:49:55.977 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:55.981 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:56.427 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:49:56.427 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:56.427 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:56.427 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:56.427 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '43', toString = 'LruCache[maxSize=100,hits=13,misses=43,hitRate=23%]', 
08-03 19:49:56.428 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:49:56.896 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:56.900 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:49:57.072 13477  6626 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-03 19:49:57.074 13477  6626 D CustomInterceptor: HEADER REQUEST
08-03 19:49:57.074 13477  6626 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:57.075 13477  6626 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '44', toString = 'LruCache[maxSize=100,hits=13,misses=44,hitRate=22%]', 
08-03 19:49:57.075 13477  6626 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:57.080 13477  6623 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-03 19:49:57.082 13477  6623 D CustomInterceptor: HEADER REQUEST
08-03 19:49:57.082 13477  6623 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:57.082 13477  6623 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '45', toString = 'LruCache[maxSize=100,hits=13,misses=45,hitRate=22%]', 
08-03 19:49:57.083 13477  6623 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:57.100 13477  6621 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-03 19:49:57.100 13477  6628 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-03 19:49:57.101 13477  6628 D CustomInterceptor: HEADER REQUEST
08-03 19:49:57.104 13477  6628 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:57.104 13477  6621 D CustomInterceptor: HEADER REQUEST
08-03 19:49:57.104 13477  6621 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:57.104 13477  6628 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '46', toString = 'LruCache[maxSize=100,hits=13,misses=46,hitRate=22%]', 
08-03 19:49:57.104 13477  6621 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '46', toString = 'LruCache[maxSize=100,hits=13,misses=46,hitRate=22%]', 
08-03 19:49:57.104 13477  6628 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:57.104 13477  6621 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:57.831 13477  6622 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-03 19:49:57.833 13477  6622 D CustomInterceptor: HEADER REQUEST
08-03 19:49:57.833 13477  6622 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:57.834 13477  6622 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '48', toString = 'LruCache[maxSize=100,hits=13,misses=48,hitRate=21%]', 
08-03 19:49:57.834 13477  6622 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:57.852 13477  6624 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-03 19:49:57.854 13477  6624 D CustomInterceptor: HEADER REQUEST
08-03 19:49:57.854 13477  6624 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:57.855 13477  6624 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '49', toString = 'LruCache[maxSize=100,hits=13,misses=49,hitRate=20%]', 
08-03 19:49:57.855 13477  6624 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-03 19:49:58.853 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:49:58.853 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:49:58.854 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:49:58.854 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:49:58.854 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '50', toString = 'LruCache[maxSize=100,hits=13,misses=50,hitRate=20%]', 
08-03 19:49:58.854 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:49:59.369 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:49:59.382 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:02.889 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:02.891 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:02.891 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:02.892 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:02.892 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '51', toString = 'LruCache[maxSize=100,hits=13,misses=51,hitRate=20%]', 
08-03 19:50:02.892 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:03.465 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:03.474 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:03.867 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:03.867 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:03.868 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:03.868 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:03.868 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '52', toString = 'LruCache[maxSize=100,hits=13,misses=52,hitRate=20%]', 
08-03 19:50:03.868 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:04.271 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:04.275 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:06.179 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:06.179 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:06.179 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:06.179 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:06.180 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '53', toString = 'LruCache[maxSize=100,hits=13,misses=53,hitRate=19%]', 
08-03 19:50:06.180 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:06.723 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:06.726 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:10.154 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:10.154 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:10.154 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:10.154 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:10.155 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '54', toString = 'LruCache[maxSize=100,hits=13,misses=54,hitRate=19%]', 
08-03 19:50:10.155 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:10.718 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:10.722 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:11.145 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:11.145 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:11.145 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:11.145 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:11.145 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '55', toString = 'LruCache[maxSize=100,hits=13,misses=55,hitRate=19%]', 
08-03 19:50:11.145 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:11.640 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:11.644 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:13.561 13477  7210 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-03 19:50:13.562 13477  7210 D CustomInterceptor: HEADER REQUEST
08-03 19:50:13.562 13477  7210 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:13.562 13477  7210 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Wed, 03 Aug 2022 15:19:20 GMT; Max-Age=63072000; Path=/
08-03 19:50:13.562 13477  7210 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '56', toString = 'LruCache[maxSize=100,hits=13,misses=56,hitRate=18%]', 
08-03 19:50:13.562 13477  7210 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-03 19:50:14.102 13477  7210 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-03 19:50:14.105 13477  7210 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-03 19:50:15.114 13477  6627 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-03 19:50:15.116 13477  6627 D CustomInterceptor: HEADER REQUEST
08-03 19:50:15.116 13477  6627 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-03 19:50:15.116 13477  6627 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '57', toString = 'LruCache[maxSize=100,hits=13,misses=57,hitRate=18%]', 
