--------- beginning of main
--------- beginning of system
08-05 23:19:57.721  2658 11164 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 23:20:58.048  2658 11413 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:58.310  2658 11413 D CustomInterceptor: HEADER RESPONSE
08-05 23:20:58.310  2658 11413 D CustomInterceptor: accept-ranges bytes
08-05 23:20:58.310  2658 11413 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-05 23:20:58.310  2658 11413 D CustomInterceptor: access-control-allow-origin *
08-05 23:20:58.310  2658 11413 D CustomInterceptor: cache-control public, max-age=31557600
08-05 23:20:58.312  2658 11413 D CustomInterceptor: content-length 56376
08-05 23:20:58.312  2658 11413 D CustomInterceptor: content-type image/jpeg
08-05 23:20:58.312  2658 11413 D CustomInterceptor: date Wed, 05 Aug 2020 21:20:54 GMT
08-05 23:20:58.312  2658 11413 D CustomInterceptor: etag "437a696a349f51922bbe425cbbf1673b"
08-05 23:20:58.312  2658 11413 D CustomInterceptor: last-modified Wed, 05 Aug 2020 12:43:01 GMT
08-05 23:20:58.312  2658 11413 D CustomInterceptor: server nginx
08-05 23:20:58.312  2658 11413 D CustomInterceptor: server-timing akam;dur=33;start=2020-07-28T09:12:08.228Z;total=491;desc=miss,rtt;dur=0
08-05 23:20:58.312  2658 11413 D CustomInterceptor: status 200 OK
08-05 23:20:58.312  2658 11413 D CustomInterceptor: timing-allow-origin *
08-05 23:20:58.312  2658 11413 D CustomInterceptor: vary User-Agent
08-05 23:20:58.312  2658 11413 D CustomInterceptor: via 1.1 varnish
08-05 23:20:58.312  2658 11413 D CustomInterceptor: x-cache HIT, HIT
08-05 23:20:58.312  2658 11413 D CustomInterceptor: x-cache-hits 1, 1
08-05 23:20:58.312  2658 11413 D CustomInterceptor: x-cld-vary User-Agent
08-05 23:20:58.312  2658 11413 D CustomInterceptor: x-request-id 6b3617c9242430f089caa1d322b343a6
08-05 23:20:58.312  2658 11413 D CustomInterceptor: x-served-by cache-bwi5143-BWI, cache-ams21045-AMS
08-05 23:20:58.313  2658 11413 D CustomInterceptor: x-timer S1595958603.517924,VS0,VE1
08-05 23:20:58.313  2658 11413 D CustomInterceptor: CACHEABLE true
08-05 23:20:58.313  2658 11413 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 23:20:58.313  2658 11413 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:58.313  2658 11413 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 23:20:58.324  2658 11413 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:58.546  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:58.549  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:59.069  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 23:20:59.070  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:59.070  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:59.070  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:59.070  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:20:59.070  2658 12023 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '36', toString = 'LruCache[maxSize=100,hits=12,misses=36,hitRate=25%]', 
08-05 23:20:59.070  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:59.459  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:59.465  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:01.372  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 23:21:01.374  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:01.374  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:01.374  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:01.374  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:21:01.374  2658 12023 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '37', toString = 'LruCache[maxSize=100,hits=12,misses=37,hitRate=24%]', 
08-05 23:21:01.374  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:01.899  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:01.902  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:05.349  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 23:21:05.351  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:05.351  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:05.351  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:05.351  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:21:05.352  2658 12023 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '38', toString = 'LruCache[maxSize=100,hits=12,misses=38,hitRate=24%]', 
08-05 23:21:05.352  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:05.907  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:05.912  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:06.309  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 23:21:06.310  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:06.310  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:06.310  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:06.310  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:21:06.311  2658 12023 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '39', toString = 'LruCache[maxSize=100,hits=12,misses=39,hitRate=23%]', 
08-05 23:21:06.311  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:06.730  2658 12023 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 23:21:06.732  2658 12023 D CustomInterceptor: HEADER RESPONSE
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Connection close
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Content-Type application/json
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Date Wed, 05 Aug 2020 21:21:03 GMT
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Expires Wed, 05 Aug 2020 21:26:06 GMT+00:00
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Server gunicorn/19.7.0
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Transfer-Encoding chunked
08-05 23:21:06.732  2658 12023 D CustomInterceptor: Vary Cookie
08-05 23:21:06.732  2658 12023 D CustomInterceptor: X-gunicorn-server app04
08-05 23:21:06.732  2658 12023 D CustomInterceptor: X-Homer Kids, kids. I'm not going to die. That only happens to bad people.
08-05 23:21:06.733  2658 12023 D CustomInterceptor: CACHEABLE true
08-05 23:21:06.733  2658 12023 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 23:21:06.733  2658 12023 D CustomInterceptor: REQ_SERV_BY net
08-05 23:21:06.733  2658 12023 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 23:21:06.736  2658 12023 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:21:06.758  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:06.759  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:06.759  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:06.759  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:06.759  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '40', toString = 'LruCache[maxSize=100,hits=13,misses=40,hitRate=24%]', 
08-05 23:21:06.759  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:07.243  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:07.259  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:09.163  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:09.163  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:09.163  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:09.163  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:09.163  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '41', toString = 'LruCache[maxSize=100,hits=13,misses=41,hitRate=24%]', 
08-05 23:21:09.164  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:09.677  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:09.680  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:13.097  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:13.098  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:13.098  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:13.098  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:13.098  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '42', toString = 'LruCache[maxSize=100,hits=13,misses=42,hitRate=23%]', 
08-05 23:21:13.098  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:13.695  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:13.704  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:14.217  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:14.217  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:14.217  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:14.217  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:14.217  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '43', toString = 'LruCache[maxSize=100,hits=13,misses=43,hitRate=23%]', 
08-05 23:21:14.217  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:14.695  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:14.700  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:15.501  2658 11412 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:21:15.503  2658 11412 D CustomInterceptor: HEADER REQUEST
08-05 23:21:15.503  2658 11412 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:15.503  2658 11412 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '44', toString = 'LruCache[maxSize=100,hits=13,misses=44,hitRate=22%]', 
08-05 23:21:15.503  2658 11412 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:15.516  2658 11411 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:21:15.517  2658 11411 D CustomInterceptor: HEADER REQUEST
08-05 23:21:15.517  2658 11411 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:15.517  2658 11411 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '45', toString = 'LruCache[maxSize=100,hits=13,misses=45,hitRate=22%]', 
08-05 23:21:15.517  2658 11411 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:15.520  2658 11410 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:21:15.522  2658 11409 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:21:15.522  2658 11410 D CustomInterceptor: HEADER REQUEST
08-05 23:21:15.522  2658 11410 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:15.522  2658 11410 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '46', toString = 'LruCache[maxSize=100,hits=13,misses=46,hitRate=22%]', 
08-05 23:21:15.522  2658 11410 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:15.523  2658 11409 D CustomInterceptor: HEADER REQUEST
08-05 23:21:15.523  2658 11409 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:15.523  2658 11409 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '47', toString = 'LruCache[maxSize=100,hits=13,misses=47,hitRate=21%]', 
08-05 23:21:15.523  2658 11409 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:16.259  2658 11416 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:21:16.261  2658 11416 D CustomInterceptor: HEADER REQUEST
08-05 23:21:16.261  2658 11416 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:16.261  2658 11416 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '48', toString = 'LruCache[maxSize=100,hits=13,misses=48,hitRate=21%]', 
08-05 23:21:16.261  2658 11416 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:16.299  2658 11414 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:21:16.300  2658 11414 D CustomInterceptor: HEADER REQUEST
08-05 23:21:16.300  2658 11414 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:16.300  2658 11414 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '49', toString = 'LruCache[maxSize=100,hits=13,misses=49,hitRate=20%]', 
08-05 23:21:16.300  2658 11414 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:21:16.632  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:16.632  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:16.633  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:16.633  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:16.633  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '50', toString = 'LruCache[maxSize=100,hits=13,misses=50,hitRate=20%]', 
08-05 23:21:16.633  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:17.151  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:17.155  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:20.583  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:20.583  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:20.584  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:20.584  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:20.584  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '51', toString = 'LruCache[maxSize=100,hits=13,misses=51,hitRate=20%]', 
08-05 23:21:20.584  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:21.158  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:21.161  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:21.581  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:21.581  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:21.581  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:21.582  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:21.582  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '52', toString = 'LruCache[maxSize=100,hits=13,misses=52,hitRate=20%]', 
08-05 23:21:21.582  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:21.972  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:21.976  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:23.881  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:23.882  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:23.882  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:23.882  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:23.882  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '53', toString = 'LruCache[maxSize=100,hits=13,misses=53,hitRate=19%]', 
08-05 23:21:23.882  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:24.423  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:24.427  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:27.849  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:27.849  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:27.849  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:27.849  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:27.849  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '54', toString = 'LruCache[maxSize=100,hits=13,misses=54,hitRate=19%]', 
08-05 23:21:27.849  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:28.415  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:28.418  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:28.852  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:28.852  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:28.852  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:28.852  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:28.852  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '55', toString = 'LruCache[maxSize=100,hits=13,misses=55,hitRate=19%]', 
08-05 23:21:28.852  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:29.249  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:29.253  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:31.160  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:21:31.160  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:21:31.161  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:31.161  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:21:31.161  2658 12023 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '56', toString = 'LruCache[maxSize=100,hits=13,misses=56,hitRate=18%]', 
08-05 23:21:31.161  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:21:31.700  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:21:31.703  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:21:32.436  2658 11415 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:21:32.437  2658 11415 D CustomInterceptor: HEADER REQUEST
08-05 23:21:32.437  2658 11415 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:21:32.437  2658 11415 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '57', toString = 'LruCache[maxSize=100,hits=13,misses=57,hitRate=18%]', 
08-05 23:21:32.437  2658 11415 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:21:32.437  2658 11415 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
