--------- beginning of main
--------- beginning of system
08-05 02:12:25.240  9645 18889 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 02:13:24.275  9645 19129 D CustomInterceptor: etag "437a696a349f51922bbe425cbbf1673b"
08-05 02:13:24.276  9645 19129 D CustomInterceptor: last-modified Tue, 04 Aug 2020 15:35:26 GMT
08-05 02:13:24.276  9645 19129 D CustomInterceptor: server nginx
08-05 02:13:24.276  9645 19129 D CustomInterceptor: server-timing akam;dur=33;start=2020-07-28T09:12:08.228Z;total=491;desc=miss,rtt;dur=0
08-05 02:13:24.276  9645 19129 D CustomInterceptor: status 200 OK
08-05 02:13:24.276  9645 19129 D CustomInterceptor: timing-allow-origin *
08-05 02:13:24.276  9645 19129 D CustomInterceptor: vary User-Agent
08-05 02:13:24.276  9645 19129 D CustomInterceptor: via 1.1 varnish
08-05 02:13:24.276  9645 19129 D CustomInterceptor: x-cache HIT, HIT
08-05 02:13:24.276  9645 19129 D CustomInterceptor: x-cache-hits 1, 1
08-05 02:13:24.276  9645 19129 D CustomInterceptor: x-cld-vary User-Agent
08-05 02:13:24.276  9645 19129 D CustomInterceptor: x-request-id 6b3617c9242430f089caa1d322b343a6
08-05 02:13:24.276  9645 19129 D CustomInterceptor: x-served-by cache-bwi5143-BWI, cache-ams21045-AMS
08-05 02:13:24.276  9645 19129 D CustomInterceptor: x-timer S1595958603.517924,VS0,VE1
08-05 02:13:24.276  9645 19129 D CustomInterceptor: CACHEABLE true
08-05 02:13:24.276  9645 19129 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 02:13:24.276  9645 19129 D CustomInterceptor: REQ_SERV_BY net
08-05 02:13:24.276  9645 19129 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 02:13:24.298  9645 19129 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 02:13:25.243  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:25.244  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:25.244  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:25.244  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:25.244  9645 19752 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=12,misses=35,hitRate=25%]', 
08-05 02:13:25.244  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:25.837  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:25.840  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:26.277  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:26.280  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:26.280  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:26.280  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:26.280  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:26.280  9645 19752 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '36', toString = 'LruCache[maxSize=100,hits=12,misses=36,hitRate=25%]', 
08-05 02:13:26.280  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:26.741  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:26.745  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:28.667  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:28.668  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:28.668  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:28.668  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:28.669  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:28.669  9645 19752 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '37', toString = 'LruCache[maxSize=100,hits=12,misses=37,hitRate=24%]', 
08-05 02:13:28.669  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:29.212  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:29.219  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:32.740  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:32.742  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:32.743  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:32.743  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:32.743  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:32.743  9645 19752 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '38', toString = 'LruCache[maxSize=100,hits=12,misses=38,hitRate=24%]', 
08-05 02:13:32.743  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:33.305  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:33.310  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:33.711  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 02:13:33.712  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:33.712  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:33.712  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:33.712  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:33.712  9645 19752 D CustomInterceptor: CACHED STATS: size = '10', maxSize = '100', hitCount = '12', createCount = '0', putCount = '10', evictionCount = '0', missCount = '39', toString = 'LruCache[maxSize=100,hits=12,misses=39,hitRate=23%]', 
08-05 02:13:33.712  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:34.122  9645 19752 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 02:13:34.124  9645 19752 D CustomInterceptor: HEADER RESPONSE
08-05 02:13:34.124  9645 19752 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 02:13:34.124  9645 19752 D CustomInterceptor: Connection close
08-05 02:13:34.124  9645 19752 D CustomInterceptor: Content-Type application/json
08-05 02:13:34.124  9645 19752 D CustomInterceptor: Date Wed, 05 Aug 2020 00:13:30 GMT
08-05 02:13:34.124  9645 19752 D CustomInterceptor: Expires Wed, 05 Aug 2020 00:18:34 GMT+00:00
08-05 02:13:34.124  9645 19752 D CustomInterceptor: Server gunicorn/19.7.0
08-05 02:13:34.125  9645 19752 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 02:13:34.125  9645 19752 D CustomInterceptor: Transfer-Encoding chunked
08-05 02:13:34.125  9645 19752 D CustomInterceptor: Vary Cookie
08-05 02:13:34.125  9645 19752 D CustomInterceptor: X-gunicorn-server app04
08-05 02:13:34.125  9645 19752 D CustomInterceptor: X-Homer Kids, kids. I'm not going to die. That only happens to bad people.
08-05 02:13:34.125  9645 19752 D CustomInterceptor: CACHEABLE true
08-05 02:13:34.125  9645 19752 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 02:13:34.125  9645 19752 D CustomInterceptor: REQ_SERV_BY net
08-05 02:13:34.125  9645 19752 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all
08-05 02:13:34.129  9645 19752 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 02:13:34.153  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:34.153  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:34.154  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:34.154  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:34.154  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '40', toString = 'LruCache[maxSize=100,hits=13,misses=40,hitRate=24%]', 
08-05 02:13:34.154  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:34.617  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:34.620  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:36.545  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:36.546  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:36.546  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:36.546  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:36.546  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '41', toString = 'LruCache[maxSize=100,hits=13,misses=41,hitRate=24%]', 
08-05 02:13:36.547  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:37.208  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:37.222  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:40.701  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:40.702  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:40.702  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:40.702  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:40.702  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '42', toString = 'LruCache[maxSize=100,hits=13,misses=42,hitRate=23%]', 
08-05 02:13:40.702  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:41.280  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:41.283  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:41.932  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:41.932  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:41.933  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:41.933  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:41.933  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '43', toString = 'LruCache[maxSize=100,hits=13,misses=43,hitRate=23%]', 
08-05 02:13:41.933  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:42.087  9645 19128 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:13:42.088  9645 19128 D CustomInterceptor: HEADER REQUEST
08-05 02:13:42.088  9645 19128 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:42.088  9645 19128 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '44', toString = 'LruCache[maxSize=100,hits=13,misses=44,hitRate=22%]', 
08-05 02:13:42.089  9645 19128 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:42.099  9645 19126 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:13:42.102  9645 19126 D CustomInterceptor: HEADER REQUEST
08-05 02:13:42.102  9645 19126 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:42.102  9645 19126 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '45', toString = 'LruCache[maxSize=100,hits=13,misses=45,hitRate=22%]', 
08-05 02:13:42.102  9645 19126 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:42.103  9645 19124 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:13:42.105  9645 19124 D CustomInterceptor: HEADER REQUEST
08-05 02:13:42.105  9645 19124 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:42.106  9645 19124 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '46', toString = 'LruCache[maxSize=100,hits=13,misses=46,hitRate=22%]', 
08-05 02:13:42.106  9645 19124 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:42.115  9645 19130 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:13:42.116  9645 19130 D CustomInterceptor: HEADER REQUEST
08-05 02:13:42.116  9645 19130 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:42.116  9645 19130 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '47', toString = 'LruCache[maxSize=100,hits=13,misses=47,hitRate=21%]', 
08-05 02:13:42.116  9645 19130 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:42.410  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:42.413  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:42.894  9645 19132 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:13:42.895  9645 19132 D CustomInterceptor: HEADER REQUEST
08-05 02:13:42.895  9645 19132 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:42.895  9645 19132 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '48', toString = 'LruCache[maxSize=100,hits=13,misses=48,hitRate=21%]', 
08-05 02:13:42.895  9645 19132 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:43.666  9645 19127 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:13:43.668  9645 19127 D CustomInterceptor: HEADER REQUEST
08-05 02:13:43.668  9645 19127 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:43.668  9645 19127 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '49', toString = 'LruCache[maxSize=100,hits=13,misses=49,hitRate=20%]', 
08-05 02:13:43.668  9645 19127 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:44.349  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:44.349  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:44.349  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:44.349  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:44.349  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '50', toString = 'LruCache[maxSize=100,hits=13,misses=50,hitRate=20%]', 
08-05 02:13:44.350  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:44.878  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:44.882  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:48.304  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:48.304  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:48.304  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:48.305  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:48.305  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '51', toString = 'LruCache[maxSize=100,hits=13,misses=51,hitRate=20%]', 
08-05 02:13:48.305  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:48.861  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:48.864  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:49.270  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:49.270  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:49.271  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:49.271  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:49.271  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '52', toString = 'LruCache[maxSize=100,hits=13,misses=52,hitRate=20%]', 
08-05 02:13:49.271  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:49.677  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:49.680  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:51.595  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:51.596  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:51.596  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:51.597  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:51.597  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '53', toString = 'LruCache[maxSize=100,hits=13,misses=53,hitRate=19%]', 
08-05 02:13:51.597  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:52.146  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:52.152  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:55.554  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:55.555  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:55.555  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:55.555  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:55.555  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '54', toString = 'LruCache[maxSize=100,hits=13,misses=54,hitRate=19%]', 
08-05 02:13:55.555  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:56.129  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:56.132  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:56.562  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:56.563  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:56.563  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:56.563  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:56.563  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:56.563  9645 19752 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '55', toString = 'LruCache[maxSize=100,hits=13,misses=55,hitRate=19%]', 
08-05 02:13:56.563  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:56.944  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:56.947  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:57.995  9645 19131 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 02:13:57.998  9645 19131 D CustomInterceptor: HEADER REQUEST
08-05 02:13:57.998  9645 19131 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:57.998  9645 19131 D CustomInterceptor: CACHED STATS: size = '11', maxSize = '100', hitCount = '13', createCount = '0', putCount = '11', evictionCount = '0', missCount = '56', toString = 'LruCache[maxSize=100,hits=13,misses=56,hitRate=18%]', 
08-05 02:13:57.999  9645 19131 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 02:13:57.999  9645 19131 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 02:13:57.999  9645 19131 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 02:13:57.999  9645 19131 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 02:13:58.882  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:58.883  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:58.883  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:58.883  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
